index,atom1,atom2,r,hf,ccsdt,difference
7,O,Be,1.171014,-87.071419,-87.388491,0.317072
8,O,Be,1.281159,-87.684616,-88.006224,0.321609
9,O,Be,1.391304,-88.190852,-88.478932,0.288081
10,O,Be,1.501449,-88.574246,-88.843966,0.26972
11,O,Be,1.611594,-88.854572,-89.121199,0.266628
12,O,Be,1.721739,-89.055728,-89.322985,0.267257
13,O,Be,1.831884,-89.197432,-89.466814,0.269382
14,O,Be,1.942029,-89.294888,-89.567292,0.272403
15,O,Be,2.052174,-89.359566,-89.635675,0.276109
16,O,Be,2.162319,-89.400045,-89.680455,0.28041
17,O,Be,2.272464,-89.422726,-89.707977,0.285251
18,O,Be,2.382609,-89.432385,-89.722966,0.290581
19,O,Be,2.492754,-89.432596,-89.728941,0.296345
20,O,Be,2.602899,-89.426055,-89.72853,0.302475
21,O,Be,2.713043,-89.414815,-89.723696,0.308881
22,O,Be,2.823188,-89.400483,-89.71589,0.315407
23,O,Be,2.933333,-89.384387,-89.706126,0.321738
24,O,Be,3.043478,-89.367737,-89.694978,0.327241
25,O,Be,3.153623,-89.351754,-89.682671,0.330917
26,O,Be,3.263768,-89.337471,-89.669789,0.332317
27,O,Be,3.373913,-89.325247,-89.657408,0.332162
28,O,Be,3.484058,-89.3149,-89.645951,0.331051
29,O,Be,3.594203,-89.306123,-89.635269,0.329146
30,O,Be,3.704348,-89.298641,-89.625127,0.326486
31,O,Be,3.814493,-89.292231,-89.615351,0.32312
32,O,Be,3.924638,-89.286714,-89.605836,0.319122
33,O,Be,4.034783,-89.281948,-89.596527,0.314579
34,O,Be,4.144928,-89.277817,-89.587402,0.309586
35,O,Be,4.255072,-89.274225,-89.578468,0.304243
36,O,Be,4.365217,-89.271095,-89.569758,0.298663
37,O,Be,4.475362,-89.268363,-89.561334,0.292971
38,O,Be,4.585507,-89.265975,-89.553283,0.287308
39,O,Be,4.695652,-89.263887,-89.54571,0.281823
40,O,Be,4.805797,-89.262059,-89.53872,0.276661
41,O,Be,4.915942,-89.26046,-89.532408,0.271948
42,O,Be,5.026087,-89.259062,-89.526838,0.267776
43,O,Be,5.136232,-89.25784,-89.522035,0.264195
44,O,Be,5.246377,-89.256773,-89.517985,0.261212
45,O,Be,5.356522,-89.255843,-89.51464,0.258796
46,O,Be,5.466667,-89.255034,-89.511927,0.256893
47,O,Be,5.576812,-89.254331,-89.509759,0.255428
48,O,Be,5.686957,-89.253721,-89.508049,0.254328
49,O,Be,5.797101,-89.253192,-89.506711,0.253518
50,O,Be,5.907246,-89.252736,-89.505671,0.252935
51,O,Be,6.017391,-89.252342,-89.504865,0.252523
52,O,Be,6.127536,-89.252002,-89.504241,0.252239
53,O,Be,6.237681,-89.251709,-89.503758,0.252048
54,O,Be,6.347826,-89.251458,-89.503381,0.251924
55,O,Be,6.457971,-89.251242,-89.503087,0.251846
56,O,Be,6.568116,-89.251056,-89.502856,0.2518
57,O,Be,6.678261,-89.250897,-89.502672,0.251775
58,O,Be,6.788406,-89.25076,-89.502525,0.251765
59,O,Be,6.898551,-89.249542,-89.571379,0.321837
60,O,Be,7.008696,-89.249648,-89.571432,0.321785
61,O,Be,7.118841,-89.250454,-89.502228,0.251774
0,O,B,0.4,-65.786975,-66.01128,0.224305
1,O,B,0.495652,-77.762089,-77.98777,0.22568
2,O,B,0.591304,-84.583883,-84.814146,0.230264
3,O,B,0.686957,-88.714423,-88.951315,0.236892
4,O,B,0.782609,-91.407732,-91.651968,0.244236
5,O,B,0.878261,-93.324455,-93.586195,0.261739
6,O,B,0.973913,-94.838525,-95.099774,0.261249
7,O,B,1.069565,-96.014934,-96.281803,0.266869
8,O,B,1.165217,-96.990239,-97.256595,0.266356
9,O,B,1.26087,-97.721996,-97.989257,0.267261
10,O,B,1.356522,-98.265065,-98.534185,0.26912
11,O,B,1.452174,-98.66429,-98.935898,0.271608
12,O,B,1.547826,-98.954654,-99.229199,0.274545
13,O,B,1.643478,-99.163037,-99.440897,0.27786
14,O,B,1.73913,-99.309886,-99.591412,0.281526
15,O,B,1.834783,-99.410643,-99.696169,0.285526
16,O,B,1.930435,-99.476923,-99.766766,0.289844
17,O,B,2.026087,-99.517459,-99.811911,0.294452
18,O,B,2.121739,-99.538833,-99.83815,0.299317
19,O,B,2.217391,-99.546027,-99.850419,0.304392
20,O,B,2.313043,-99.542832,-99.852446,0.309614
21,O,B,2.408696,-99.53215,-99.847044,0.314894
22,O,B,2.504348,-99.516217,-99.836329,0.320112
23,O,B,2.6,-99.496755,-99.821871,0.325115
24,O,B,2.695652,-99.475088,-99.804812,0.329724
0,O,C,0.4,-72.766743,-73.027726,0.260983
1,O,C,0.495652,-86.747222,-87.01482,0.267598
2,O,C,0.591304,-94.627236,-94.937222,0.309986
3,O,C,0.686957,-99.522599,-99.818298,0.295699
4,O,C,0.782609,-103.030914,-103.341064,0.310149
5,O,C,0.878261,-105.74071,-106.042163,0.301452
6,O,C,0.973913,-107.760623,-108.058843,0.29822
7,O,C,1.069565,-109.240726,-109.539679,0.298952
8,O,C,1.165217,-110.314772,-110.616683,0.30191
9,O,C,1.26087,-111.089034,-111.395067,0.306033
10,O,C,1.356522,-111.643276,-111.954051,0.310775
11,O,C,1.452174,-112.036167,-112.352081,0.315915
12,O,C,1.547826,-112.310782,-112.632185,0.321403
13,O,C,1.643478,-112.498781,-112.82603,0.327249
14,O,C,1.73913,-112.623407,-112.956869,0.333462
15,O,C,1.834783,-112.701717,-113.041754,0.340037
16,O,C,1.930435,-112.746247,-113.093208,0.346961
17,O,C,2.026087,-112.766237,-113.120452,0.354215
18,O,C,2.121739,-112.768527,-113.130309,0.361782
19,O,C,2.217391,-112.758194,-113.127837,0.369643
20,O,C,2.313043,-112.73902,-113.1168,0.37778
21,O,C,2.408696,-112.71383,-113.099998,0.386168
22,O,C,2.504348,-112.684731,-113.079512,0.39478
23,O,C,2.6,-112.653298,-113.056877,0.403579
24,O,C,2.695652,-112.620704,-113.033222,0.412518
25,O,C,2.791304,-112.587826,-113.009361,0.421535
26,O,C,2.886957,-112.555333,-112.985887,0.430554
27,O,C,2.982609,-112.523752,-112.963239,0.439487
28,O,C,3.078261,-112.493544,-112.941795,0.44825
29,O,C,3.173913,-112.465169,-112.922004,0.456836
30,O,C,3.269565,-112.439132,-112.904611,0.46548
31,O,C,3.365217,-112.415942,-112.890814,0.474872
32,O,C,3.46087,-112.395922,-112.881952,0.48603
33,O,C,3.556522,-112.37904,-112.878909,0.499869
0,O,N,0.4,-83.113779,-83.361084,0.247305
1,O,N,0.495652,-99.022846,-99.29661,0.273764
2,O,N,0.591304,-108.187389,-108.459094,0.271705
3,O,N,0.686957,-114.166192,-114.477656,0.311464
4,O,N,0.782609,-118.531509,-118.834892,0.303382
5,O,N,0.878261,-121.679438,-121.981006,0.301567
6,O,N,0.973913,-123.931122,-124.236651,0.305529
7,O,N,1.069565,-125.537774,-125.850285,0.312511
8,O,N,1.165217,-126.685204,-127.005137,0.319933
9,O,N,1.26087,-127.504499,-127.831343,0.326844
10,O,N,1.356522,-128.087729,-128.421068,0.333339
11,O,N,1.452174,-128.500243,-128.839949,0.339706
12,O,N,1.547826,-128.78882,-129.135004,0.346184
13,O,N,1.643478,-128.987143,-129.340077,0.352934
14,O,N,1.73913,-129.119607,-129.479665,0.360057
15,O,N,1.834783,-129.203982,-129.571597,0.367615
16,O,N,1.930435,-129.253302,-129.628937,0.375635
17,O,N,2.026087,-129.277201,-129.661314,0.384112
18,O,N,2.121739,-129.282909,-129.67584,0.392931
0,O,O,0.4,-96.817948,-97.17899,0.361043
1,O,O,0.495652,-114.729918,-115.129091,0.399173
2,O,O,0.591304,-125.428199,-125.779019,0.35082
3,O,O,0.686957,-132.606626,-132.954352,0.347726
4,O,O,0.782609,-137.588219,-137.954082,0.365864
5,O,O,0.878261,-141.167324,-141.51167,0.344345
6,O,O,0.973913,-143.678123,-144.024903,0.34678
7,O,O,1.069565,-145.447018,-145.799857,0.352839
8,O,O,1.165217,-146.699304,-147.092276,0.392973
9,O,O,1.26087,-147.58915,-147.955364,0.366214
10,O,O,1.356522,-148.222276,-148.595021,0.372745
11,O,O,1.452174,-148.671815,-149.088357,0.416542
12,O,O,1.547826,-148.988938,-149.374968,0.38603
13,O,O,1.643478,-149.2099,-149.60304,0.393141
14,O,O,1.73913,-149.360709,-149.761471,0.400762
15,O,O,1.834783,-149.460256,-149.869257,0.409002
16,O,O,1.930435,-149.5224,-149.940331,0.417931
17,O,O,2.026087,-149.55739,-150.021582,0.464191
18,O,O,2.121739,-149.572824,-150.010783,0.437958
19,O,O,2.217391,-149.574325,-150.023352,0.449027
20,O,O,2.313043,-149.566029,-150.026763,0.460735
21,O,O,2.408696,-149.550957,-150.054981,0.504024
22,O,O,2.504348,-149.531299,-150.017083,0.485785
23,O,O,2.6,-149.508643,-150.034758,0.526115
24,O,O,2.695652,-149.484152,-149.996707,0.512556
25,O,O,2.791304,-149.458683,-149.985151,0.526469
26,O,O,2.886957,-149.432877,-149.973601,0.540724
27,O,O,2.982609,-149.407202,-149.962561,0.555359
28,O,O,3.078261,-149.38199,-149.965457,0.583467
29,O,O,3.173913,-149.357457,-149.943544,0.586087
30,O,O,3.269565,-149.333733,-149.936145,0.602413
31,O,O,3.365217,-149.310884,-149.929861,0.618978
32,O,O,3.46087,-149.288938,-149.92657,0.637632
33,O,O,3.556522,-149.2679,-149.912548,0.644649
34,O,O,3.652174,-149.247762,-149.924607,0.676844
35,O,O,3.747826,-149.228513,-149.926439,0.697926
36,O,O,3.843478,-149.210135,-149.929952,0.719817
37,O,O,3.93913,-149.192611,-149.934904,0.742293
38,O,O,4.034783,-149.17592,-149.941011,0.765091
39,O,O,4.130435,-149.16004,-149.947977,0.787936
40,O,O,4.226087,-149.144945,-149.95552,0.810575
41,O,O,4.321739,-149.130607,-149.963394,0.832787
42,O,O,4.417391,-149.116997,-149.940706,0.823708
43,O,O,4.513043,-149.104085,-149.97936,0.875275
44,O,O,4.608696,-149.09184,-149.962104,0.870264
45,O,O,4.704348,-149.08023,-149.994723,0.914493
46,O,O,4.8,-149.069225,-150.001967,0.932742
47,O,O,4.895652,-149.058794,-150.008855,0.950061
48,O,O,4.991304,-149.048907,-150.015361,0.966454
49,O,O,5.086957,-149.039536,-150.021473,0.981937
50,O,O,5.182609,-149.030654,-150.027187,0.996533
51,O,O,5.278261,-149.022233,-150.032506,1.010273
52,O,O,5.373913,-149.014249,-150.037442,1.023193
53,O,O,5.469565,-149.006677,-150.042007,1.03533
54,O,O,5.565217,-148.999494,-150.046218,1.046724
55,O,O,5.66087,-148.99268,-150.047115,1.054435
0,F,H,0.4,-91.869873,-92.092599,0.222726
1,F,H,0.495652,-94.877805,-95.09599,0.218184
2,F,H,0.591304,-96.700098,-96.916858,0.21676
3,F,H,0.686957,-97.854766,-98.072178,0.217412
4,F,H,0.782609,-98.607676,-98.826445,0.218769
5,F,H,0.878261,-99.106399,-99.32672,0.220321
6,F,H,0.973913,-99.439177,-99.661164,0.221987
7,F,H,1.069565,-99.661494,-99.885272,0.223778
8,F,H,1.165217,-99.809212,-100.034912,0.2257
9,F,H,1.26087,-99.90595,-100.133694,0.227745
10,F,H,1.356522,-99.967528,-100.197423,0.229895
11,F,H,1.452174,-100.004718,-100.236851,0.232133
12,F,H,1.547826,-100.024959,-100.259403,0.234444
13,F,H,1.643478,-100.03345,-100.270268,0.236818
14,F,H,1.73913,-100.033857,-100.273108,0.239251
15,F,H,1.834783,-100.028773,-100.27052,0.241747
16,F,H,1.930435,-100.020032,-100.264346,0.244314
17,F,H,2.026087,-100.008919,-100.255884,0.246965
18,F,H,2.121739,-99.996321,-100.246036,0.249715
19,F,H,2.217391,-99.982842,-100.235421,0.252579
20,F,H,2.313043,-99.968888,-100.224461,0.255573
21,F,H,2.408696,-99.954733,-100.213442,0.25871
22,F,H,2.504348,-99.940564,-100.202566,0.262002
23,F,H,2.6,-99.926513,-100.191974,0.265461
24,F,H,2.695652,-99.912675,-100.181775,0.269099
25,F,H,2.791304,-99.899123,-100.172051,0.272928
26,F,H,2.886957,-99.885909,-100.162868,0.276959
27,F,H,2.982609,-99.873073,-100.154277,0.281203
28,F,H,3.078261,-99.860646,-100.146318,0.285671
29,F,H,3.173913,-99.848646,-100.139018,0.290372
30,F,H,3.269565,-99.837086,-100.132397,0.295311
31,F,H,3.365217,-99.825971,-100.126463,0.300492
32,F,H,3.46087,-99.815302,-100.121215,0.305913
33,F,H,3.556522,-99.805074,-100.116643,0.311569
34,F,H,3.652174,-99.795281,-100.11273,0.317449
35,F,H,3.747826,-99.785914,-100.109452,0.323538
36,F,H,3.843478,-99.776962,-100.106777,0.329815
37,F,H,3.93913,-99.768413,-100.104669,0.336256
38,F,H,4.034783,-99.760254,-100.103089,0.342834
39,F,H,4.130435,-99.752473,-100.101991,0.349518
40,F,H,4.226087,-99.745055,-100.10133,0.356276
41,F,H,4.321739,-99.737986,-100.10106,0.363074
42,F,H,4.417391,-99.731252,-100.101132,0.369881
43,F,H,4.513043,-99.724838,-100.101502,0.376663
44,F,H,4.608696,-99.718731,-100.102124,0.383393
45,F,H,4.704348,-99.712917,-100.102957,0.39004
46,F,H,4.8,-99.707381,-100.103962,0.396582
47,F,H,4.895652,-99.702109,-100.105104,0.402994
48,F,H,4.991304,-99.69709,-100.106349,0.409259
49,F,H,5.086957,-99.692309,-100.107669,0.415361
50,F,H,5.182609,-99.687755,-100.10904,0.421285
51,F,H,5.278261,-99.683416,-100.110437,0.427022
52,F,H,5.373913,-99.67928,-100.111844,0.432564
53,F,H,5.469565,-99.675338,-100.113242,0.437905
54,F,H,5.565217,-99.671578,-100.11462,0.443042
55,F,H,5.66087,-99.667992,-100.115965,0.447973
0,F,Li,0.4,-83.652503,-83.869815,0.217312
1,F,Li,0.495652,-92.155632,-92.377594,0.221962
2,F,Li,0.591304,-97.048233,-97.275383,0.22715
3,F,Li,0.686957,-100.00143,-100.234108,0.232679
4,F,Li,0.782609,-101.852385,-102.090846,0.238461
5,F,Li,0.878261,-103.048338,-103.292866,0.244528
6,F,Li,0.973913,-103.84419,-104.095741,0.251551
7,F,Li,1.069565,-104.398095,-104.660963,0.262868
8,F,Li,1.165217,-104.823752,-105.109931,0.28618
9,F,Li,1.26087,-105.202118,-105.50548,0.303362
10,F,Li,1.356522,-105.552582,-105.847358,0.294776
11,F,Li,1.452174,-105.858574,-106.1387,0.280126
12,F,Li,1.547826,-106.110717,-106.381697,0.27098
13,F,Li,1.643478,-106.312331,-106.57844,0.266109
14,F,Li,1.73913,-106.471199,-106.734672,0.263472
15,F,Li,1.834783,-106.595325,-106.857358,0.262032
16,F,Li,1.930435,-106.691698,-106.952976,0.261278
17,F,Li,2.026087,-106.766088,-107.027021,0.260933
18,F,Li,2.121739,-106.823137,-107.083974,0.260837
19,F,Li,2.217391,-106.866534,-107.127423,0.260889
